dispute_id,order_id,reason,order_value,has_delivery_proof,has_signed_pod,ip_match,tracking_valid,comm_logs,days_to_file,prior_customer_disputes,won
DSP-2333,ORD-10666,Item not as described,3862.14,0,0,0,0,2,7,0,1
DSP-2334,ORD-11754,Item not as described,6324.62,1,1,1,1,0,6,0,1
DSP-2335,ORD-11009,Defective item,5722.2,0,0,0,0,1,2,0,0
DSP-2336,ORD-12287,Duplicate charge,4643.64,1,1,1,0,1,9,0,1
DSP-2337,ORD-11904,Item not as described,2972.63,1,1,1,1,0,10,0,1
DSP-2338,ORD-15539,Duplicate charge,3357.39,0,0,1,0,1,1,1,0
DSP-2339,ORD-10284,Transaction not recognised,4677.32,0,0,1,0,1,2,1,1
DSP-2340,ORD-10536,Duplicate charge,3205.53,1,0,1,1,3,17,1,1
DSP-2341,ORD-14641,Defective item,6022.1,1,1,1,0,0,14,0,1
DSP-2342,ORD-10017,Item not as described,4222.18,1,0,1,0,1,1,1,0
DSP-2343,ORD-15784,Defective item,3101.78,1,1,0,1,2,10,1,1
DSP-2344,ORD-12852,Defective item,3489.5,1,1,0,1,1,16,0,1
DSP-2345,ORD-10585,Duplicate charge,7820.75,1,1,0,1,1,20,0,1
DSP-2346,ORD-10603,Item not as described,18556.11,1,1,1,1,2,2,0,1
DSP-2347,ORD-15541,Item not as described,10559.34,1,1,1,1,0,14,0,1
DSP-2348,ORD-12362,Item not received,4435.24,1,1,0,1,1,1,1,1
DSP-2349,ORD-10273,Item not received,8923.72,1,1,0,1,3,16,1,1
DSP-2350,ORD-13887,Defective item,5304.02,1,1,0,1,2,8,0,1
DSP-2351,ORD-12493,Item not received,4430.43,0,0,0,0,2,5,1,0
DSP-2352,ORD-12893,Item not as described,3961.14,1,0,1,1,2,27,1,0
DSP-2353,ORD-15062,Defective item,10412.26,0,0,0,0,1,10,0,0
DSP-2354,ORD-11522,Item not as described,7445.87,1,0,1,1,1,16,1,0
DSP-2355,ORD-13656,Item not as described,4282.13,1,1,1,0,2,18,0,1
DSP-2356,ORD-12211,Item not received,17159.82,1,1,1,1,0,13,0,1
DSP-2357,ORD-15226,Defective item,7215.39,1,1,0,1,1,1,0,1
DSP-2358,ORD-11894,Transaction not recognised,2700.34,0,0,1,0,1,4,2,0
DSP-2359,ORD-12183,Defective item,8594.75,1,1,1,1,1,5,0,1
DSP-2360,ORD-10124,Duplicate charge,7596.41,1,0,1,1,1,3,0,0
DSP-2361,ORD-11066,Item not received,11218.34,1,1,1,1,2,10,0,1
DSP-2362,ORD-11018,Item not as described,2510.34,0,0,1,0,2,9,0,1
DSP-2363,ORD-12637,Defective item,10731.29,1,1,1,1,1,13,0,1
DSP-2364,ORD-12296,Item not received,2732.22,0,0,1,0,0,6,0,0
DSP-2365,ORD-12900,Duplicate charge,4845.18,1,0,0,0,2,0,0,0
DSP-2366,ORD-11923,Item not as described,5007.6,1,0,1,1,1,7,0,1
DSP-2367,ORD-13366,Item not as described,4025.73,0,0,1,0,0,3,0,1
DSP-2368,ORD-11908,Duplicate charge,10590.01,1,1,0,1,1,8,0,1
DSP-2369,ORD-10854,Item not received,2607.27,1,1,1,1,2,2,0,1
DSP-2370,ORD-10934,Defective item,9282.04,1,1,1,1,1,6,2,1
DSP-2371,ORD-10068,Item not as described,1958.01,1,1,1,1,1,0,0,0
DSP-2372,ORD-14757,Item not as described,5159.17,1,1,1,1,0,3,2,0
DSP-2373,ORD-13039,Item not as described,12158.88,0,0,0,0,1,0,1,0
DSP-2374,ORD-13676,Defective item,6766.52,1,1,0,1,0,4,1,0
DSP-2375,ORD-12631,Transaction not recognised,3020.49,1,1,1,1,1,0,1,1
DSP-2376,ORD-14714,Item not received,4496.49,0,0,0,0,1,0,1,0
DSP-2377,ORD-15114,Defective item,9077.22,1,1,1,1,1,15,2,0
DSP-2378,ORD-10280,Item not received,9030.14,1,0,0,0,1,10,2,0
DSP-2379,ORD-12570,Defective item,1945.97,1,1,0,1,1,23,1,0
DSP-2380,ORD-13394,Transaction not recognised,17449.79,1,0,1,1,1,6,1,0
DSP-2381,ORD-12274,Defective item,2704.8,0,0,0,0,2,4,0,0
DSP-2382,ORD-14412,Transaction not recognised,2220.34,1,0,1,0,1,5,1,0
DSP-2383,ORD-11519,Item not received,4349.27,0,0,1,0,0,7,0,1
DSP-2384,ORD-15208,Item not received,2640.17,0,0,1,0,1,2,0,0
DSP-2385,ORD-15656,Transaction not recognised,9850.61,0,0,0,0,0,4,0,0
DSP-2386,ORD-10958,Transaction not recognised,3305.25,1,1,1,1,1,0,0,1
DSP-2387,ORD-10196,Duplicate charge,2355.31,1,1,0,1,1,4,2,1
DSP-2388,ORD-15153,Item not received,2296.03,1,1,0,1,0,1,1,1
DSP-2389,ORD-12226,Defective item,4961.3,1,1,1,1,1,1,0,1
DSP-2390,ORD-12406,Duplicate charge,3982.36,1,1,1,1,2,11,1,1
DSP-2391,ORD-13154,Item not received,4769.02,1,1,1,1,2,6,2,1
DSP-2392,ORD-13610,Defective item,4758.16,0,0,1,0,2,20,1,0
DSP-2393,ORD-11163,Transaction not recognised,2854.81,1,1,1,1,2,1,0,1
DSP-2394,ORD-14344,Transaction not recognised,6546.03,1,1,1,1,1,40,1,0
DSP-2395,ORD-11397,Item not received,4358.98,1,1,0,1,2,5,0,1
DSP-2396,ORD-15389,Item not received,2900.89,0,0,1,0,3,23,1,1
DSP-2397,ORD-11968,Transaction not recognised,4577.95,1,1,1,1,1,13,0,1
DSP-2398,ORD-14073,Item not received,3354.56,1,1,0,0,1,6,0,1
DSP-2399,ORD-15912,Transaction not recognised,3746.9,1,1,1,0,3,3,0,1
DSP-2400,ORD-10831,Duplicate charge,3013.84,0,0,0,0,0,8,0,0
DSP-2401,ORD-14783,Item not received,1020.71,1,0,0,1,2,11,0,1
DSP-2402,ORD-14177,Duplicate charge,5469.72,1,1,1,0,0,25,0,1
DSP-2403,ORD-12317,Transaction not recognised,14869.02,0,0,1,0,2,6,1,0
DSP-2404,ORD-11474,Transaction not recognised,16724.99,0,0,0,0,2,4,0,0
DSP-2405,ORD-10551,Transaction not recognised,7679.95,1,1,0,1,2,5,0,1
DSP-2406,ORD-15183,Item not received,2778.25,0,0,0,0,1,20,0,0
DSP-2407,ORD-14879,Item not as described,25199.78,1,1,0,1,2,26,0,0
DSP-2408,ORD-14707,Item not as described,2666.58,0,0,1,0,4,2,1,0
DSP-2409,ORD-14712,Item not received,3920.72,1,1,0,0,2,7,0,0
DSP-2410,ORD-14459,Transaction not recognised,6031.49,1,1,0,1,2,15,1,1
DSP-2411,ORD-14751,Transaction not recognised,1607.49,0,0,1,0,1,7,1,0
DSP-2412,ORD-10149,Item not as described,1390.29,1,1,0,1,0,7,0,1
DSP-2413,ORD-15517,Duplicate charge,5719.29,0,0,1,0,1,0,0,0
DSP-2414,ORD-10370,Duplicate charge,3463.1,1,1,1,0,3,3,0,1
DSP-2415,ORD-13723,Transaction not recognised,19151.9,1,0,1,1,1,16,1,0
DSP-2416,ORD-13749,Item not received,5830.05,1,0,1,1,0,12,1,1
DSP-2417,ORD-10987,Duplicate charge,2229.58,1,0,0,1,2,1,0,1
DSP-2418,ORD-15388,Defective item,9073.88,1,1,1,1,0,3,1,1
DSP-2419,ORD-10126,Defective item,2291.16,1,1,0,1,1,0,2,0
DSP-2420,ORD-12609,Defective item,3254.79,0,0,1,0,4,16,1,0
DSP-2421,ORD-14843,Defective item,4518.58,1,1,0,1,0,3,0,1
DSP-2422,ORD-13942,Duplicate charge,12863.75,1,1,0,1,0,2,1,1
DSP-2423,ORD-10453,Item not received,4728.54,1,1,1,1,2,13,0,1
DSP-2424,ORD-15711,Item not as described,1735.02,0,0,0,0,3,15,0,0
DSP-2425,ORD-15086,Item not received,5290.16,1,0,1,1,1,8,1,0
DSP-2426,ORD-11082,Defective item,2622.1,0,0,1,0,2,2,0,0
DSP-2427,ORD-14502,Transaction not recognised,9855.02,1,1,1,0,1,8,1,1
DSP-2428,ORD-15514,Transaction not recognised,6082.15,1,1,0,1,2,1,0,1
DSP-2429,ORD-12735,Duplicate charge,8673.73,1,0,0,0,2,0,0,1
DSP-2430,ORD-10080,Item not received,3023.53,0,0,0,0,2,0,1,0
DSP-2431,ORD-11170,Duplicate charge,2819.23,1,0,1,1,3,9,0,1
DSP-2432,ORD-15876,Duplicate charge,2616.58,1,1,1,1,1,14,0,1
DSP-2433,ORD-13492,Defective item,8927.66,1,1,0,1,2,0,1,0
DSP-2434,ORD-15211,Duplicate charge,7212.15,1,1,1,1,2,0,0,1
DSP-2435,ORD-12164,Item not as described,6249.93,0,0,1,0,1,18,0,0
DSP-2436,ORD-11610,Defective item,21011.83,1,0,0,1,0,11,0,0
DSP-2437,ORD-12907,Transaction not recognised,8199.64,1,0,0,1,2,6,0,1
DSP-2438,ORD-14022,Item not as described,8693.34,1,0,1,1,1,3,0,1
DSP-2439,ORD-15573,Item not received,3309.3,1,1,0,1,3,1,0,1
DSP-2440,ORD-14975,Duplicate charge,9188.11,1,1,0,1,1,1,0,1
DSP-2441,ORD-14343,Item not as described,1673.92,1,1,0,1,1,3,0,1
DSP-2442,ORD-14291,Item not received,5088.23,1,1,1,1,0,0,1,1
DSP-2443,ORD-11158,Item not received,4824.24,1,1,0,1,1,8,1,1
DSP-2444,ORD-13540,Item not as described,6019.76,0,0,1,0,1,1,0,0
DSP-2445,ORD-15107,Defective item,2693.27,0,0,1,0,2,1,0,0
DSP-2446,ORD-15003,Transaction not recognised,4931.77,1,1,0,1,3,22,0,1
DSP-2447,ORD-12153,Defective item,7638.92,1,1,1,1,1,17,0,1
DSP-2448,ORD-10773,Item not received,1841.49,1,0,1,1,0,23,1,0
DSP-2449,ORD-10225,Transaction not recognised,2602.42,1,1,1,0,1,2,2,1
DSP-2450,ORD-10487,Item not as described,8531.86,0,0,1,0,1,20,0,0
DSP-2451,ORD-11263,Transaction not recognised,11953.46,1,1,1,1,1,17,1,1
DSP-2452,ORD-13945,Item not as described,7539.94,1,0,0,1,3,2,0,1
DSP-2453,ORD-12351,Transaction not recognised,3829.8,0,0,0,0,4,48,0,0
DSP-2454,ORD-15143,Item not as described,2900.14,1,1,1,1,1,18,0,1
DSP-2455,ORD-11468,Defective item,4576.21,1,1,0,1,1,6,0,0
DSP-2456,ORD-10611,Duplicate charge,1155.36,1,1,0,0,0,4,0,1
DSP-2457,ORD-13633,Duplicate charge,7473.2,1,1,0,1,2,10,0,1
DSP-2458,ORD-15758,Defective item,1642.52,1,1,0,1,2,8,0,1
DSP-2459,ORD-15795,Defective item,4328.98,1,1,1,1,0,5,0,1
DSP-2460,ORD-12198,Duplicate charge,4738.13,1,1,1,1,1,0,1,1
DSP-2461,ORD-13994,Defective item,5376.44,1,1,1,1,4,26,1,1
DSP-2462,ORD-10147,Duplicate charge,2928.76,1,1,1,1,1,8,0,1
DSP-2463,ORD-13120,Duplicate charge,5765.54,1,0,0,1,2,0,0,0
DSP-2464,ORD-15453,Transaction not recognised,3010.42,1,1,1,1,2,23,0,1
DSP-2465,ORD-13769,Defective item,4918.97,1,1,1,1,0,2,1,1
DSP-2466,ORD-12035,Item not received,4092.96,1,1,0,1,1,16,0,1
DSP-2467,ORD-12384,Duplicate charge,11410.0,1,0,1,1,0,0,1,0
DSP-2468,ORD-11712,Defective item,1795.54,1,0,1,1,1,20,0,1
DSP-2469,ORD-13241,Item not received,3903.17,1,1,1,1,0,32,0,1
DSP-2470,ORD-11793,Duplicate charge,3090.13,0,0,0,0,2,12,0,1
DSP-2471,ORD-13777,Duplicate charge,2730.97,1,1,0,1,0,1,1,1
DSP-2472,ORD-14093,Transaction not recognised,5370.45,1,1,0,1,1,7,0,0
DSP-2473,ORD-13647,Item not as described,3215.86,1,0,0,1,2,18,0,0
DSP-2474,ORD-10683,Item not as described,4497.58,1,1,1,1,2,3,0,1
DSP-2475,ORD-14518,Item not received,12684.22,1,0,1,1,0,21,0,1
DSP-2476,ORD-15947,Defective item,15004.95,0,0,0,0,3,31,2,0
DSP-2477,ORD-15672,Transaction not recognised,6470.79,1,1,1,1,4,0,0,1
DSP-2478,ORD-12218,Defective item,2273.18,1,1,1,1,2,0,0,1
DSP-2479,ORD-14563,Item not as described,3224.38,1,1,0,1,1,0,0,1
DSP-2480,ORD-10430,Item not received,5463.45,0,0,1,0,2,24,0,1
DSP-2481,ORD-15797,Item not received,11702.05,0,0,0,0,2,16,0,0
DSP-2482,ORD-15137,Item not received,3790.75,1,1,0,1,2,2,0,1
DSP-2483,ORD-15757,Duplicate charge,2799.94,1,0,1,1,2,14,0,1
DSP-2484,ORD-13970,Transaction not recognised,2370.65,0,0,0,0,6,3,0,1
DSP-2485,ORD-12722,Defective item,8377.22,1,1,1,0,0,3,0,1
DSP-2486,ORD-13282,Duplicate charge,1301.46,1,1,1,1,0,3,0,1
DSP-2487,ORD-15430,Transaction not recognised,4163.57,0,0,1,0,0,1,0,0
DSP-2488,ORD-10867,Defective item,3231.69,1,1,0,1,1,17,0,0
DSP-2489,ORD-10795,Defective item,6490.16,1,1,1,1,3,2,0,1
DSP-2490,ORD-12705,Duplicate charge,6369.02,1,0,1,1,3,2,0,1
DSP-2491,ORD-14029,Transaction not recognised,12109.63,0,0,1,0,1,4,0,1
DSP-2492,ORD-10748,Defective item,3418.59,1,0,0,1,3,6,1,0
DSP-2493,ORD-12134,Transaction not recognised,4883.44,0,0,1,0,0,2,2,0
DSP-2494,ORD-14342,Item not as described,4189.67,0,0,1,0,1,7,0,0
DSP-2495,ORD-13590,Defective item,3441.95,1,1,1,1,0,0,0,1
DSP-2496,ORD-15057,Defective item,3549.49,1,0,0,1,0,6,0,0
DSP-2497,ORD-10953,Duplicate charge,6329.14,1,1,1,1,3,6,0,1
DSP-2498,ORD-10643,Transaction not recognised,6525.52,1,0,1,0,0,33,0,0
DSP-2499,ORD-12948,Duplicate charge,3045.15,1,1,1,0,1,6,2,1
DSP-2500,ORD-13206,Defective item,2025.75,1,1,1,1,1,0,2,1
DSP-2501,ORD-10995,Duplicate charge,6705.73,0,0,0,0,2,22,1,0
DSP-2502,ORD-14049,Duplicate charge,5639.37,0,0,1,0,2,6,0,1
DSP-2503,ORD-15819,Duplicate charge,14845.56,1,1,0,1,4,0,0,1
DSP-2504,ORD-13876,Defective item,2225.48,0,0,1,0,2,3,0,1
DSP-2505,ORD-14337,Defective item,3226.37,1,1,0,1,0,3,0,1
DSP-2506,ORD-13505,Duplicate charge,3069.91,0,0,1,0,0,18,0,1
DSP-2507,ORD-11905,Duplicate charge,1710.21,1,1,0,1,0,21,1,1
DSP-2508,ORD-11237,Transaction not recognised,7470.33,1,1,1,0,1,0,0,1
DSP-2509,ORD-11819,Item not received,7094.28,1,1,1,1,0,16,1,1
DSP-2510,ORD-14291,Item not as described,6076.65,1,0,0,1,2,17,0,0
DSP-2511,ORD-12347,Defective item,1774.22,1,1,1,1,1,4,1,1
DSP-2512,ORD-14419,Duplicate charge,8924.71,1,1,1,1,0,11,0,0
DSP-2513,ORD-10498,Item not received,5892.94,1,1,1,1,1,21,2,1
DSP-2514,ORD-12930,Defective item,5568.8,1,1,1,1,1,10,0,1
DSP-2515,ORD-13304,Duplicate charge,4521.88,0,0,1,0,3,10,0,1
DSP-2516,ORD-13044,Item not as described,3045.08,1,1,1,1,1,11,0,1
DSP-2517,ORD-13103,Transaction not recognised,1737.82,1,0,0,1,2,39,2,1
DSP-2518,ORD-12844,Item not received,5610.12,1,1,0,1,1,0,1,1
DSP-2519,ORD-13160,Defective item,1597.37,0,0,0,0,1,4,0,0
DSP-2520,ORD-11182,Item not received,4662.05,1,1,0,1,1,21,0,1
DSP-2521,ORD-10160,Item not received,4027.76,1,1,0,1,2,8,0,1
DSP-2522,ORD-11673,Duplicate charge,9920.09,1,1,1,1,0,11,0,1
DSP-2523,ORD-12355,Defective item,2977.2,1,1,0,0,0,9,1,0
DSP-2524,ORD-13580,Item not received,2169.84,0,0,0,0,1,10,0,0
DSP-2525,ORD-15828,Duplicate charge,2891.39,1,1,1,0,1,6,1,0
DSP-2526,ORD-12565,Defective item,14202.62,1,1,1,1,2,10,1,1
DSP-2527,ORD-10312,Duplicate charge,6451.2,1,1,0,0,0,10,2,0
DSP-2528,ORD-10043,Duplicate charge,6617.42,1,0,0,1,3,7,0,1
DSP-2529,ORD-14542,Transaction not recognised,8967.09,1,0,0,1,1,6,0,0
DSP-2530,ORD-11309,Item not as described,5532.11,1,1,1,1,0,8,0,1
DSP-2531,ORD-10391,Duplicate charge,15250.62,1,1,0,1,0,6,0,0
DSP-2532,ORD-10968,Transaction not recognised,4983.32,0,0,0,0,2,38,0,0
DSP-2533,ORD-14441,Defective item,8733.47,1,0,0,1,2,15,0,1
DSP-2534,ORD-12518,Defective item,7010.88,0,0,1,0,1,3,0,1
DSP-2535,ORD-12821,Item not received,6767.53,1,1,1,1,5,26,0,1
DSP-2536,ORD-12618,Transaction not recognised,5338.9,1,1,0,0,0,1,0,1
DSP-2537,ORD-12071,Transaction not recognised,6551.41,0,0,1,0,0,21,0,0
DSP-2538,ORD-12830,Duplicate charge,5293.96,1,0,1,1,0,3,0,1
DSP-2539,ORD-14346,Item not received,8555.84,1,1,0,1,1,16,0,1
DSP-2540,ORD-10180,Transaction not recognised,2818.97,1,1,0,1,5,2,0,1
DSP-2541,ORD-10554,Item not received,2268.77,1,1,1,1,1,7,0,0
DSP-2542,ORD-13873,Transaction not recognised,5271.08,1,1,0,1,1,1,0,1
DSP-2543,ORD-14783,Duplicate charge,3847.88,1,1,0,1,0,10,0,1
DSP-2544,ORD-11235,Transaction not recognised,2759.23,1,1,0,1,2,11,0,1
DSP-2545,ORD-11627,Transaction not recognised,8369.15,1,1,1,0,0,4,0,1
DSP-2546,ORD-11008,Duplicate charge,6373.45,0,0,1,0,3,14,0,1
DSP-2547,ORD-14384,Item not as described,3634.23,1,1,1,1,1,1,1,1
DSP-2548,ORD-12436,Item not received,4870.34,1,0,1,1,1,5,0,1
DSP-2549,ORD-10688,Item not as described,2925.99,0,0,1,0,2,8,0,0
DSP-2550,ORD-14883,Transaction not recognised,5867.74,0,0,0,0,3,1,0,0
DSP-2551,ORD-14781,Transaction not recognised,3127.32,1,1,0,1,2,1,0,1
DSP-2552,ORD-11906,Transaction not recognised,1531.97,0,0,0,0,3,8,0,0
DSP-2553,ORD-11964,Item not received,12938.89,1,1,1,1,1,11,0,1
DSP-2554,ORD-11818,Item not received,2959.86,1,1,1,1,0,9,0,1
DSP-2555,ORD-11189,Defective item,3089.12,1,1,1,1,2,0,1,1
DSP-2556,ORD-10198,Transaction not recognised,5773.1,1,1,0,1,3,2,0,1
DSP-2557,ORD-12483,Transaction not recognised,10161.78,1,0,0,0,1,2,2,0
DSP-2558,ORD-12576,Duplicate charge,4995.54,1,1,1,1,1,0,0,1
DSP-2559,ORD-11659,Duplicate charge,1874.01,0,0,0,0,1,20,0,0
DSP-2560,ORD-14544,Duplicate charge,3082.16,1,1,0,1,2,41,0,1
DSP-2561,ORD-10353,Defective item,2241.88,0,0,1,0,2,6,0,1
DSP-2562,ORD-13802,Defective item,2874.38,1,1,0,1,1,4,2,1
DSP-2563,ORD-11135,Duplicate charge,1956.89,1,1,1,1,3,55,2,0
DSP-2564,ORD-13391,Item not received,4096.49,1,1,0,1,1,2,1,1
DSP-2565,ORD-10557,Item not as described,2891.18,1,1,0,1,3,6,1,1
DSP-2566,ORD-13268,Duplicate charge,1591.73,1,1,1,1,2,0,0,1
DSP-2567,ORD-12552,Defective item,4290.43,1,1,0,1,1,0,0,1
DSP-2568,ORD-13459,Item not as described,2499.75,1,1,1,1,1,1,1,0
DSP-2569,ORD-11284,Defective item,8090.44,0,0,0,0,0,0,0,0
DSP-2570,ORD-11777,Transaction not recognised,4533.27,1,1,0,0,1,21,1,1
DSP-2571,ORD-14473,Item not received,9014.64,1,1,1,1,1,36,1,1
DSP-2572,ORD-13735,Transaction not recognised,7301.3,0,0,1,0,1,10,0,0
DSP-2573,ORD-12020,Defective item,3144.51,1,0,0,1,3,5,1,0
DSP-2574,ORD-15197,Item not as described,18004.63,1,0,1,1,2,14,0,1
DSP-2575,ORD-10242,Item not as described,8033.25,1,1,1,1,2,3,0,1
DSP-2576,ORD-14963,Duplicate charge,10401.86,1,1,1,1,1,0,1,1
DSP-2577,ORD-14552,Defective item,1908.11,1,1,1,1,1,12,0,1
DSP-2578,ORD-15262,Item not received,745.37,0,0,1,0,3,2,0,1
DSP-2579,ORD-14308,Transaction not recognised,14475.84,1,0,1,1,5,3,2,1
DSP-2580,ORD-13986,Defective item,7841.14,1,1,0,1,2,7,1,0
DSP-2581,ORD-13601,Defective item,6390.45,0,0,1,0,0,4,1,0
DSP-2582,ORD-15477,Item not as described,18295.66,1,1,1,0,1,12,0,0
DSP-2583,ORD-12064,Transaction not recognised,1854.77,1,1,1,1,1,28,0,0
DSP-2584,ORD-10319,Item not as described,4559.77,1,1,0,1,0,4,0,1
DSP-2585,ORD-10114,Transaction not recognised,3616.82,1,1,1,1,4,12,1,1
DSP-2586,ORD-12720,Duplicate charge,1917.69,1,1,1,1,1,16,0,1
DSP-2587,ORD-13979,Duplicate charge,5500.24,1,1,1,1,1,0,0,1
DSP-2588,ORD-15439,Defective item,2177.39,1,0,1,1,2,2,1,0
DSP-2589,ORD-11463,Transaction not recognised,4978.25,1,1,0,1,1,0,0,1
DSP-2590,ORD-15045,Defective item,6000.23,1,0,1,0,2,4,1,0
DSP-2591,ORD-11865,Transaction not recognised,4710.71,1,1,1,0,3,2,0,1
DSP-2592,ORD-14305,Defective item,3782.01,1,1,0,1,1,0,0,1
DSP-2593,ORD-14394,Item not as described,1193.29,0,0,0,0,0,7,1,0
DSP-2594,ORD-14104,Defective item,10230.21,1,1,1,1,1,18,1,1
DSP-2595,ORD-13288,Duplicate charge,2521.93,1,1,1,1,1,0,1,1
DSP-2596,ORD-15339,Transaction not recognised,7823.23,1,1,1,0,4,18,0,1
DSP-2597,ORD-15135,Item not received,4850.93,1,0,1,1,2,5,0,1
DSP-2598,ORD-13379,Transaction not recognised,3730.85,1,1,1,1,4,10,0,1
DSP-2599,ORD-13554,Transaction not recognised,10408.06,0,0,0,0,6,28,1,1
DSP-2600,ORD-14893,Item not received,2157.06,1,1,1,1,0,10,0,1
DSP-2601,ORD-12547,Item not received,17761.91,1,1,0,1,4,10,1,1
DSP-2602,ORD-11067,Item not as described,1208.77,1,1,0,1,3,3,1,1
DSP-2603,ORD-11280,Duplicate charge,9468.53,0,0,0,0,2,0,0,0
DSP-2604,ORD-11069,Item not received,6683.07,0,0,1,0,0,1,0,0
DSP-2605,ORD-11617,Transaction not recognised,4572.12,1,1,1,1,1,10,0,1
DSP-2606,ORD-13275,Item not received,1149.78,1,0,1,1,2,21,0,1
DSP-2607,ORD-15138,Defective item,3508.17,0,0,1,0,1,2,1,0
DSP-2608,ORD-10763,Defective item,5302.39,1,1,0,1,2,0,0,1
DSP-2609,ORD-13335,Item not as described,4206.62,1,1,0,1,2,11,1,0
DSP-2610,ORD-12540,Transaction not recognised,3354.6,1,0,0,0,1,32,0,0
DSP-2611,ORD-15618,Defective item,8324.01,1,1,1,1,2,35,0,1
DSP-2612,ORD-12157,Transaction not recognised,8577.5,1,1,1,1,5,4,0,1
DSP-2613,ORD-12886,Item not received,8437.02,1,1,1,1,2,5,0,1
DSP-2614,ORD-12942,Item not as described,4429.83,1,0,0,1,1,8,0,0
DSP-2615,ORD-10486,Defective item,10304.94,1,1,0,1,0,2,0,0
DSP-2616,ORD-11340,Transaction not recognised,2269.45,0,0,0,0,2,1,1,0
DSP-2617,ORD-11871,Defective item,1587.25,0,0,0,0,1,17,0,0
DSP-2618,ORD-12242,Item not received,4077.08,0,0,1,0,3,3,0,0
DSP-2619,ORD-14055,Item not as described,12587.06,1,1,0,0,3,5,1,1
DSP-2620,ORD-11191,Duplicate charge,9144.31,1,1,0,1,5,2,0,1
DSP-2621,ORD-14086,Defective item,11781.11,1,1,1,1,1,13,0,0
DSP-2622,ORD-13870,Transaction not recognised,6146.84,0,0,1,0,1,6,0,0
DSP-2623,ORD-13938,Duplicate charge,4386.63,1,1,0,1,1,2,2,0
DSP-2624,ORD-11729,Item not as described,8282.86,0,0,0,0,2,41,0,0
DSP-2625,ORD-10610,Transaction not recognised,2967.77,1,1,1,1,2,8,0,1
DSP-2626,ORD-14160,Item not received,7077.37,1,1,1,1,0,0,1,1
DSP-2627,ORD-14118,Item not as described,3414.04,1,1,1,1,1,11,1,1
DSP-2628,ORD-11474,Item not as described,3732.73,1,1,0,1,0,1,1,1
DSP-2629,ORD-14652,Transaction not recognised,8309.14,1,1,1,1,1,43,0,1
DSP-2630,ORD-12873,Item not received,2884.11,1,0,1,1,1,0,0,1
DSP-2631,ORD-12172,Duplicate charge,800.58,1,1,1,1,0,9,0,1
DSP-2632,ORD-15343,Transaction not recognised,7490.55,1,0,0,1,3,1,0,1
DSP-2633,ORD-12643,Item not as described,4300.22,1,1,1,1,2,4,1,1
DSP-2634,ORD-13871,Duplicate charge,3765.18,1,1,0,1,2,6,0,1
DSP-2635,ORD-14284,Item not as described,2677.3,0,0,0,0,2,7,1,1
DSP-2636,ORD-10775,Item not as described,4604.3,1,1,1,1,5,0,0,1
DSP-2637,ORD-11781,Defective item,5786.52,1,1,0,0,0,11,0,1
DSP-2638,ORD-10205,Duplicate charge,6359.06,1,1,1,1,1,6,1,1
DSP-2639,ORD-15478,Defective item,13578.54,1,1,1,1,2,8,1,1
DSP-2640,ORD-11656,Item not as described,4432.53,1,1,0,1,0,4,0,0
DSP-2641,ORD-10430,Item not as described,3956.74,1,1,1,1,1,0,1,1
DSP-2642,ORD-15249,Transaction not recognised,5749.93,0,0,1,0,0,18,0,0
DSP-2643,ORD-15339,Item not as described,5285.1,1,0,1,1,1,1,0,1
DSP-2644,ORD-10891,Item not as described,1875.62,1,1,0,1,1,0,0,1
DSP-2645,ORD-15518,Defective item,7015.33,1,1,1,1,1,20,1,1
DSP-2646,ORD-15883,Item not as described,3428.87,0,0,0,0,0,4,0,0
DSP-2647,ORD-13435,Defective item,9254.45,1,1,0,1,2,0,1,1
DSP-2648,ORD-13656,Transaction not recognised,3575.58,1,1,1,1,3,7,0,1
DSP-2649,ORD-12958,Defective item,2714.31,0,0,0,0,2,10,0,0
DSP-2650,ORD-15305,Transaction not recognised,8029.14,0,0,1,0,0,8,0,1
DSP-2651,ORD-14055,Duplicate charge,5945.71,1,1,1,1,1,5,1,1
DSP-2652,ORD-13465,Transaction not recognised,1893.19,0,0,0,0,2,6,0,0
DSP-2653,ORD-11167,Item not received,2881.72,0,0,1,0,0,0,1,0
DSP-2654,ORD-11405,Item not received,5030.15,0,0,0,0,1,4,0,0
DSP-2655,ORD-14274,Duplicate charge,7736.54,1,1,0,1,3,1,1,1
DSP-2656,ORD-14200,Duplicate charge,14011.84,1,1,1,1,3,0,0,1
DSP-2657,ORD-15030,Item not received,1358.16,0,0,0,0,4,4,0,1
DSP-2658,ORD-11705,Item not received,3366.69,1,1,1,1,0,3,0,0
DSP-2659,ORD-15600,Item not as described,3464.62,0,0,1,0,6,7,1,0
DSP-2660,ORD-11534,Item not as described,5181.43,1,0,1,1,1,3,0,0
DSP-2661,ORD-12850,Item not as described,4283.07,1,1,0,1,2,17,0,1
DSP-2662,ORD-10215,Item not as described,19076.22,1,1,1,1,1,1,1,1
DSP-2663,ORD-12056,Duplicate charge,4064.91,1,1,0,1,0,4,0,1
DSP-2664,ORD-12213,Defective item,5577.03,1,1,1,1,0,4,0,1
DSP-2665,ORD-15338,Transaction not recognised,15923.87,0,0,1,0,1,30,0,0
DSP-2666,ORD-15870,Duplicate charge,4783.5,1,1,1,1,2,4,0,1
